time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-03-05T21:50:36.900Z,43.9889,12.0041,10,4.4,mb,,37,0.719,0.89,us,us2000dcjz,2018-06-08T05:12:10.040Z,"5km ESE of Civitella di Romagna, Italy",earthquake,3.6,1.9,0.149,13,reviewed,us,us
2018-02-11T13:05:23.950Z,42.6109,19.9218,8.08,4.4,mb,,40,0.568,0.72,us,us2000d0j2,2018-05-03T22:15:10.040Z,"30km W of Peje, Kosovo",earthquake,3.8,6.8,0.155,12,reviewed,us,us
2018-02-04T13:15:04.430Z,45.5527,26.3872,150.35,3.5,mwr,,40,0.141,0.59,us,us1000cfna,2018-04-25T01:39:47.040Z,"8km NNW of Gura Teghii, Romania",earthquake,4.3,5.3,0.41,18,reviewed,us,buc
2018-02-03T12:53:09.560Z,43.3681,16.8616,10,4.6,mb,,22,1.811,1.26,us,us1000cfak,2019-03-30T02:48:22.709Z,"5km W of Donja Brela, Croatia",earthquake,4.2,1.6,0.07,60,reviewed,us,us
2018-02-02T09:20:45.990Z,43.1071,76.841,14.65,3.8,mb,,73,0.902,0.41,us,us1000cftd,2018-04-25T01:39:43.040Z,"18km SSW of Almaty, Kazakhstan",earthquake,4.1,7.2,0.507,1,reviewed,us,us
2018-02-01T01:47:33.410Z,47.1899,9.9227,5,3.8,ml,,54,0.616,1,us,us1000cdin,2018-04-25T01:39:40.040Z,"4km N of Innerbraz, Austria",earthquake,4,2,0.048,56,reviewed,us,us
2018-01-29T14:36:35.560Z,43.2015,77.7514,29.34,4.5,mb,,99,0.848,0.72,us,us2000cqww,2018-04-25T01:39:35.040Z,"25km SSE of Turgen', Kazakhstan",earthquake,5.8,6.6,0.271,4,reviewed,us,us
2018-01-17T19:07:19.240Z,47.1697,9.938,10,4,mb,,61,0.593,1.38,us,us2000ckf6,2018-04-10T01:11:44.040Z,"2km NE of Innerbraz, Austria",earthquake,3.3,1.6,0.196,7,reviewed,us,us
2018-01-04T10:46:11.670Z,42.6601,19.8624,10,5.1,mww,,18,1.312,0.98,us,us1000c0lz,2018-03-23T23:16:50.040Z,"33km ESE of Kolasin, Montenegro",earthquake,4.3,1.8,0.051,37,reviewed,us,us
2017-12-29T13:00:40.620Z,43.2245,17.9731,10,4,mb,,71,1.236,1.14,us,us1000bxnj,2018-03-17T01:54:38.040Z,"7km ESE of Blagaj, Bosnia and Herzegovina",earthquake,4.5,2,0.26,4,reviewed,us,us
2017-12-26T11:15:31.830Z,51.464,16.0675,10,3.9,mwr,,30,1.926,1.22,us,us1000bwbs,2018-03-17T01:54:35.040Z,"4km S of Polkowice, Poland",earthquake,4,1.9,0.093,11,reviewed,us,us
2017-12-07T22:32:12.380Z,64.8516,25.2895,10,3.5,mb,,104,3.44,0.76,us,us2000c1vm,2019-02-18T20:31:20.907Z,"5km ENE of Lumijoki, Finland",earthquake,4.5,2,0.286,3,reviewed,us,us
2017-12-07T17:42:50.790Z,51.5763,16.0916,10,4.5,mb,,50,1.951,1.41,us,us2000c1p3,2018-02-28T02:32:31.040Z,"5km WSW of Grebocice, Poland",earthquake,5.8,1.9,0.074,54,reviewed,us,us
2017-12-03T23:34:11.900Z,42.6825,13.3079,3.29,4.2,mwr,,38,0.164,0.64,us,us1000bkp1,2018-02-28T02:32:24.040Z,"6km N of Amatrice, Italy",earthquake,5.3,3.6,0.049,40,reviewed,us,us
2017-11-26T19:01:32.730Z,42.7258,24.2869,10.94,4.5,mb,,41,0.704,1.25,us,us2000bukf,2018-02-20T09:06:03.040Z,"2km S of Anton, Bulgaria",earthquake,4.3,5.4,0.205,7,reviewed,us,us
2017-11-20T23:04:06.110Z,47.1222,11.373,10,2.5,ml,,94,0.911,0.45,us,us2000bs3u,2018-02-14T02:01:07.040Z,"4km E of Neustift im Stubaital, Austria",earthquake,3,2,0.06,36,reviewed,us,us
2017-11-19T12:37:45.020Z,44.7543,10.0786,18.45,4.4,mwr,,27,0.167,0.82,us,us2000brf1,2018-02-14T02:01:03.040Z,"4km W of Medesano, Italy",earthquake,5.1,4.8,0.047,44,reviewed,us,us
2017-11-11T04:54:05.770Z,42.9227,23.3575,11.41,4.1,ml,,45,0.859,0.91,us,us2000blwr,2018-01-31T03:04:48.040Z,"4km S of Svoge, Bulgaria",earthquake,2.6,6.9,0.41,5,reviewed,us,buc
2017-11-10T11:19:06.510Z,51.6095,16.1851,5,4.1,mb,,83,2.013,0.57,us,us2000bldc,2018-01-31T03:04:46.040Z,"1km NE of Grebocice, Poland",earthquake,5.3,2,0.301,3,reviewed,us,us
2017-11-03T18:15:41.700Z,47.1867,11.3685,10,3.5,ml,,40,0.946,0.98,us,us2000bhzn,2018-01-24T01:25:07.040Z,"2km NNW of Mieders, Austria",earthquake,3.7,1.1,0.045,64,reviewed,us,us
